,city,trips_in_first_30_days,avg_rating_of_driver,avg_surge,phone,surge_pct,ultimate_black_user,weekday_pct,avg_dist,avg_rating_by_driver,rider_didnot_rate,active
28738,1,0,5.0,1.0,1.0,0.0,0,0.0,4.6,5.0,0,0
34518,2,1,2.5,1.0,1.0,0.0,0,57.1,31.91,4.0,0,1
30061,0,2,5.0,1.0,1.0,0.0,1,100.0,1.12,5.0,0,0
33164,0,1,5.0,1.0,0.0,0.0,0,100.0,2.7,5.0,0,0
28336,1,2,4.6,1.02,1.0,4.8,0,66.7,3.5300000000000002,4.9,0,1
31995,2,7,5.0,1.0,1.0,0.0,0,63.2,1.0,4.7,0,0
7868,1,0,4.3,1.58,1.0,33.3,0,66.7,5.5600000000000005,5.0,0,0
17229,2,1,5.0,2.75,1.0,100.0,0,100.0,1.26,5.0,0,0
22523,1,4,5.0,1.0,1.0,0.0,0,25.0,5.8,4.5,0,0
18334,1,0,4.0,1.0,1.0,0.0,1,100.0,5.73,5.0,1,0
44180,1,1,5.0,1.0,1.0,0.0,0,33.3,1.22,4.3,0,0
37710,1,2,5.0,1.0,1.0,0.0,0,0.0,2.03,3.5,0,0
16291,1,1,4.0,1.0,0.0,0.0,0,0.0,15.84,5.0,1,0
45540,0,0,3.0,1.0,1.0,0.0,0,100.0,5.22,5.0,0,0
11859,1,0,5.0,1.0,0.0,0.0,1,100.0,0.9400000000000001,4.5,0,0
14269,1,0,4.0,1.0,1.0,0.0,1,100.0,14.69,5.0,1,1
28219,2,1,5.0,1.0,1.0,0.0,1,25.0,5.55,5.0,0,1
24932,0,1,3.5,1.42,1.0,33.3,0,100.0,7.29,5.0,0,0
16916,2,0,5.0,1.11,0.0,14.3,1,57.1,3.45,4.7,0,1
28354,0,1,4.0,1.0,1.0,0.0,0,0.0,15.29,5.0,1,0
36347,0,3,4.7,1.5,0.0,25.0,0,25.0,3.01,5.0,0,0
26741,1,0,4.0,1.0,1.0,0.0,0,100.0,7.33,5.0,0,0
15195,2,2,5.0,1.0,0.0,0.0,1,75.0,10.81,4.0,0,1
46391,2,3,4.8,1.15,1.0,17.6,1,50.0,2.64,4.8,0,1
42683,1,13,5.0,1.04,1.0,5.0,0,100.0,2.24,5.0,0,0
620,1,1,5.0,1.0,0.0,0.0,1,0.0,2.06,5.0,0,0
8699,1,1,4.0,1.0,0.0,0.0,1,0.0,4.52,5.0,1,0
21624,2,11,4.5,1.04,1.0,8.4,0,66.3,1.08,4.9,0,1
6354,1,1,5.0,1.0,1.0,0.0,0,0.0,8.43,5.0,0,0
16068,1,10,4.9,1.0,1.0,0.0,1,70.0,4.31,5.0,0,1
36708,1,0,4.0,1.0,1.0,0.0,0,100.0,1.7000000000000002,5.0,0,0
34144,1,1,4.0,1.0,1.0,0.0,0,100.0,1.75,5.0,0,0
27765,0,0,5.0,1.0,0.0,0.0,0,0.0,7.47,5.0,0,0
49223,1,1,4.7,1.0,0.0,0.0,0,66.7,1.27,5.0,0,0
17778,0,3,4.5,1.0,1.0,0.0,1,40.0,1.25,4.6,0,0
49209,0,5,5.0,1.0,0.0,0.0,0,50.0,5.09,4.6,0,0
42778,1,7,4.0,1.01,0.0,1.9,0,56.6,6.39,4.8,0,1
2561,1,0,5.0,1.0,1.0,0.0,1,100.0,18.34,5.0,0,1
14177,1,1,4.0,1.0,1.0,0.0,1,0.0,3.37,4.0,1,0
21954,2,0,5.0,1.0,0.0,0.0,0,100.0,13.49,5.0,0,1
42313,1,0,1.0,1.0,0.0,0.0,0,100.0,0.0,1.0,0,0
47190,0,2,4.5,1.0,0.0,0.0,0,100.0,4.79,5.0,0,0
25085,2,4,5.0,1.03,0.0,12.5,0,87.5,2.35,4.9,0,0
14273,1,3,5.0,1.75,1.0,66.7,0,33.3,4.16,5.0,0,1
27308,0,2,5.0,1.0,0.0,0.0,0,50.0,4.8100000000000005,5.0,0,0
37927,2,0,4.0,1.0,1.0,0.0,0,100.0,1.33,5.0,1,0
20384,2,0,4.0,1.0,1.0,0.0,0,100.0,14.12,5.0,1,1
8176,2,0,5.0,1.0,0.0,0.0,1,0.0,2.07,5.0,0,0
32916,0,5,4.5,1.13,1.0,15.8,0,47.4,1.92,4.7,0,1
21640,0,2,5.0,1.1,1.0,20.0,1,20.0,3.15,5.0,0,1
38320,1,3,4.8,1.0,1.0,0.0,1,100.0,11.67,4.4,0,1
33926,1,1,4.0,1.0,1.0,0.0,0,100.0,4.99,5.0,1,0
45881,2,2,4.0,1.0,1.0,0.0,1,0.0,2.42,5.0,0,0
33839,1,0,5.0,1.0,1.0,0.0,0,100.0,1.4100000000000001,5.0,0,1
26728,1,0,4.0,1.0,1.0,0.0,1,100.0,19.99,5.0,0,0
40710,0,0,4.3,1.81,1.0,50.0,0,0.0,1.88,4.7,0,1
31819,0,2,4.5,1.0,1.0,0.0,0,50.0,1.56,5.0,0,0
3487,0,7,4.3,1.07,1.0,8.1,1,64.9,1.67,4.9,0,1
30053,0,3,4.6,1.0,0.0,0.0,0,78.9,4.11,5.0,0,1
49446,0,0,5.0,1.0,1.0,0.0,1,100.0,9.68,5.0,0,0
20658,0,1,5.0,1.0,1.0,0.0,0,100.0,4.69,5.0,0,0
37925,0,3,4.8,1.0,1.0,0.0,1,66.7,4.72,5.0,0,1
6165,0,9,5.0,1.17,1.0,23.3,0,60.0,1.16,4.7,0,0
25698,1,0,4.0,1.0,1.0,0.0,1,100.0,5.15,4.5,1,1
30476,0,0,5.0,1.08,0.0,11.1,0,77.8,8.63,4.7,0,0
24574,1,0,3.0,1.0,1.0,0.0,1,0.0,1.1400000000000001,5.0,0,0
44160,0,1,4.0,1.0,1.0,0.0,0,0.0,3.19,5.0,1,0
14738,0,0,5.0,1.0,1.0,0.0,1,100.0,1.4,4.7,0,0
8741,1,0,4.0,1.0,0.0,0.0,0,100.0,5.36,5.0,1,0
4444,0,1,5.0,2.25,0.0,100.0,0,0.0,1.88,5.0,0,0
49799,1,0,5.0,1.0,0.0,0.0,0,0.0,2.75,2.0,0,0
13866,0,1,4.0,1.0,0.0,0.0,1,0.0,5.5,5.0,1,0
21670,2,1,4.0,1.0,1.0,0.0,1,66.7,3.14,4.8,0,1
1800,1,1,3.0,1.0,1.0,0.0,1,100.0,7.21,5.0,0,0
49093,0,1,5.0,1.0,0.0,0.0,0,0.0,11.14,5.0,0,0
32929,2,2,4.7,1.0,1.0,0.0,1,90.0,4.83,5.0,0,1
40627,1,0,5.0,1.0,0.0,0.0,1,100.0,15.13,5.0,0,0
3700,2,1,3.0,1.0,1.0,0.0,0,100.0,1.17,4.1,0,1
6811,0,0,4.0,1.0,1.0,0.0,0,100.0,9.64,5.0,1,0
25047,0,1,4.8,1.0,0.0,0.0,0,85.7,2.54,4.7,0,1
23176,1,1,5.0,1.0,0.0,0.0,0,50.0,4.91,5.0,0,0
18418,0,1,5.0,1.0,1.0,0.0,1,100.0,13.72,4.5,0,0
47609,1,1,4.0,1.0,1.0,0.0,0,100.0,2.3,5.0,0,0
27914,0,2,5.0,1.0,1.0,0.0,0,100.0,4.73,5.0,0,0
41608,1,3,5.0,1.0,1.0,0.0,1,71.4,1.8599999999999999,4.9,0,1
32697,1,0,5.0,1.0,1.0,0.0,1,55.6,7.93,5.0,0,1
30749,0,6,4.7,1.15,1.0,16.0,0,88.0,4.74,5.0,0,0
30442,0,0,4.0,1.0,0.0,0.0,1,0.0,12.69,5.0,1,0
6594,0,5,4.8,1.07,1.0,9.1,0,72.7,3.65,4.8,0,1
35432,2,2,4.0,1.05,1.0,14.3,0,35.7,11.26,4.2,0,1
36707,2,1,5.0,1.0,1.0,0.0,1,66.7,6.83,5.0,0,0
44535,0,0,4.8,1.33,0.0,16.7,0,33.3,2.8200000000000003,5.0,0,1
12403,1,6,4.5,1.46,0.0,33.3,0,83.3,4.27,5.0,0,0
31135,1,1,5.0,1.0,0.0,0.0,0,0.0,15.42,5.0,0,0
12257,0,0,5.0,1.0,0.0,0.0,0,0.0,2.39,5.0,0,0
40396,1,1,5.0,1.0,0.0,0.0,0,100.0,9.89,4.0,0,0
20957,0,4,4.9,1.08,1.0,15.4,1,92.3,5.57,4.9,0,1
7073,1,1,3.0,1.0,0.0,0.0,0,60.0,8.01,5.0,0,0
41485,1,1,5.0,1.0,1.0,0.0,1,0.0,20.48,5.0,0,0
47159,0,2,5.0,1.03,0.0,12.5,0,87.5,2.7800000000000002,5.0,0,0
140,2,2,5.0,1.0,1.0,0.0,1,16.7,2.27,5.0,0,1
7926,1,5,5.0,1.0,1.0,0.0,0,20.0,1.53,5.0,0,0
23986,1,3,5.0,1.0,1.0,0.0,0,100.0,3.11,5.0,0,0
19138,1,1,5.0,1.0,1.0,0.0,1,75.0,14.98,4.5,0,1
3338,1,1,4.8,1.0,1.0,0.0,0,75.0,6.18,5.0,0,0
27325,2,3,4.9,1.2,1.0,28.6,0,85.7,1.51,4.8,0,1
32358,0,1,4.0,1.75,0.0,100.0,0,0.0,24.29,5.0,1,0
46658,0,1,3.0,1.0,1.0,0.0,0,100.0,2.35,5.0,0,0
35233,0,0,5.0,1.0,1.0,0.0,1,0.0,1.81,5.0,0,0
32776,2,1,4.0,1.0,1.0,0.0,0,0.0,3.73,5.0,1,1
5954,1,1,2.8,1.0,1.0,0.0,0,18.2,2.87,4.5,0,1
38679,0,0,5.0,1.0,1.0,0.0,1,100.0,2.38,5.0,0,1
40940,1,7,4.2,1.0,1.0,0.0,0,66.7,3.71,4.5,0,1
7459,0,3,5.0,1.33,0.0,33.3,0,100.0,3.75,5.0,0,0
15810,1,1,4.0,1.0,0.0,0.0,1,100.0,1.09,4.3,1,1
42063,0,3,4.5,1.16,0.0,18.2,1,72.7,2.71,4.9,0,0
3562,0,1,5.0,1.0,1.0,0.0,0,100.0,7.14,5.0,0,0
31628,1,0,4.0,1.0,0.0,0.0,0,0.0,2.27,5.0,1,0
27357,1,0,4.0,1.0,1.0,0.0,0,100.0,14.66,5.0,1,0
11070,2,18,4.9,1.19,1.0,28.6,1,70.2,5.45,4.9,0,1
4738,1,1,5.0,1.0,0.0,0.0,0,66.7,3.52,5.0,0,0
1011,1,1,4.0,1.0,1.0,0.0,0,100.0,11.11,5.0,1,0
6590,2,6,4.9,1.0,1.0,0.0,1,33.3,6.21,5.0,0,1
47048,0,1,4.0,1.0,1.0,0.0,1,100.0,2.2,5.0,1,0
9952,1,5,4.8,1.02,1.0,8.3,1,58.3,5.21,4.4,0,1
42970,2,5,4.8,1.18,1.0,20.0,0,66.7,10.32,4.9,0,1
26834,0,1,4.0,1.0,0.0,0.0,0,100.0,7.83,5.0,1,0
7332,1,1,1.0,1.0,0.0,0.0,0,0.0,7.71,5.0,0,0
18336,1,8,4.8,1.16,0.0,12.0,1,48.0,2.81,4.7,0,1
32478,0,17,4.5,1.02,1.0,3.0,1,81.8,1.55,4.8,0,1
35272,0,1,4.0,1.0,0.0,0.0,1,100.0,4.62,5.0,1,0
19091,0,1,5.0,1.0,1.0,0.0,0,100.0,32.69,5.0,0,0
40825,1,0,4.0,1.0,0.0,0.0,0,100.0,11.83,5.0,1,0
33694,0,3,5.0,1.0,1.0,0.0,0,100.0,1.9500000000000002,5.0,0,0
7475,0,2,4.0,1.0,1.0,0.0,1,100.0,3.7199999999999998,5.0,1,1
5529,1,0,5.0,1.0,0.0,0.0,0,0.0,2.76,5.0,0,1
19412,1,0,5.0,1.0,0.0,0.0,0,0.0,4.06,5.0,0,0
26314,1,0,4.3,1.44,0.0,50.0,0,75.0,2.75,5.0,0,0
8007,1,1,4.0,1.0,1.0,0.0,1,0.0,1.99,5.0,1,0
6626,0,1,5.0,1.5,0.0,100.0,0,100.0,2.96,5.0,0,0
44443,0,3,4.5,1.09,1.0,5.3,0,68.4,3.36,5.0,0,1
18546,1,2,5.0,1.0,0.0,0.0,0,50.0,2.8200000000000003,5.0,0,0
33561,0,1,5.0,1.0,1.0,0.0,0,50.0,1.44,5.0,0,0
47608,0,6,4.8,1.09,1.0,7.0,1,44.2,4.02,4.7,0,1
44627,1,2,3.0,1.0,1.0,0.0,1,100.0,18.77,5.0,0,1
43902,0,7,4.3,1.0,0.0,0.0,0,100.0,5.05,5.0,0,0
46447,0,1,5.0,1.0,1.0,0.0,0,100.0,6.07,5.0,0,0
24026,1,0,5.0,1.0,1.0,0.0,1,0.0,17.71,4.0,0,0
42645,1,1,4.0,1.0,0.0,0.0,0,100.0,7.69,5.0,1,0
8560,1,3,5.0,1.02,1.0,7.1,0,50.0,7.22,5.0,0,1
39182,1,6,4.4,1.0,1.0,0.0,1,40.0,3.11,4.3,0,1
17339,1,3,5.0,1.0,1.0,0.0,0,58.3,4.01,4.9,0,1
7313,2,0,4.5,1.25,1.0,50.0,0,0.0,1.03,4.5,0,0
3564,2,2,3.4,1.05,0.0,7.1,0,100.0,1.8900000000000001,5.0,0,1
2104,2,1,4.3,1.0,1.0,0.0,0,71.4,3.87,4.1,0,1
38231,1,1,4.0,1.0,1.0,0.0,1,100.0,14.97,5.0,1,0
42956,1,1,4.0,1.0,1.0,0.0,0,0.0,4.6,5.0,1,0
45931,0,0,4.0,1.0,0.0,0.0,0,100.0,56.14,5.0,1,0
31084,2,0,5.0,1.0,1.0,0.0,1,0.0,12.46,4.0,0,1
21649,0,0,4.0,1.0,0.0,0.0,0,0.0,5.73,5.0,1,0
42572,2,0,4.0,1.0,1.0,0.0,1,100.0,22.11,5.0,1,0
16519,1,1,4.0,1.0,1.0,0.0,0,0.0,0.5700000000000001,5.0,1,0
18104,2,1,4.0,1.0,1.0,0.0,1,0.0,4.92,3.0,0,0
14417,0,5,5.0,1.0,0.0,0.0,0,77.8,2.66,4.8,0,0
16480,0,1,5.0,1.0,1.0,0.0,0,50.0,3.3,2.5,0,0
39999,1,12,4.5,1.13,1.0,8.6,1,62.9,5.14,4.7,0,1
12816,1,1,4.0,2.5,1.0,100.0,0,100.0,3.7199999999999998,5.0,1,0
32332,2,2,5.0,1.0,1.0,0.0,1,100.0,4.42,5.0,0,1
35491,0,2,4.8,1.19,1.0,37.5,0,75.0,1.77,4.6,0,0
25560,0,5,4.8,1.0,0.0,0.0,0,66.7,7.49,4.8,0,0
24509,0,1,4.0,1.0,1.0,0.0,1,100.0,2.42,5.0,0,0
8401,0,0,5.0,1.0,1.0,0.0,1,0.0,3.87,5.0,0,0
36814,1,13,5.0,1.06,1.0,9.3,1,51.2,4.12,4.6,0,1
30938,2,0,4.7,1.0,1.0,0.0,0,66.7,1.9500000000000002,5.0,0,1
47339,0,0,4.0,1.0,1.0,0.0,0,100.0,3.3,5.0,0,0
9420,1,1,5.0,1.69,1.0,50.0,0,25.0,2.94,5.0,0,1
29201,2,1,5.0,1.0,1.0,0.0,0,100.0,5.64,5.0,0,0
46376,1,0,4.0,1.0,0.0,0.0,0,100.0,1.94,5.0,1,0
44559,0,7,4.7,1.01,1.0,1.9,1,60.4,2.18,4.6,0,1
42795,1,0,4.0,1.0,1.0,0.0,1,100.0,17.81,5.0,1,0
45619,1,1,4.0,1.0,0.0,0.0,0,100.0,2.19,5.0,1,0
24616,1,4,4.8,1.08,1.0,16.7,1,83.3,14.79,4.7,0,1
11897,0,0,5.0,1.0,1.0,0.0,0,100.0,4.37,5.0,0,0
31227,2,1,4.3,1.0,1.0,0.0,0,80.0,2.19,5.0,0,1
12456,2,4,4.8,1.1,1.0,13.3,1,84.4,5.25,4.7,0,1
39274,2,1,5.0,1.75,0.0,50.0,0,50.0,1.99,5.0,0,0
37298,1,5,4.8,1.18,1.0,10.0,1,60.0,3.05,4.3,0,1
4432,1,0,4.2,1.12,1.0,6.7,1,53.3,3.83,4.3,0,1
21411,1,2,4.5,1.0,1.0,0.0,0,100.0,5.5600000000000005,5.0,0,0
3057,1,0,5.0,1.0,0.0,0.0,1,100.0,4.28,5.0,0,0
40233,1,4,4.8,1.0,1.0,0.0,1,85.7,7.44,4.8,0,1
38930,0,0,5.0,1.0,1.0,0.0,0,0.0,4.98,4.0,0,0
13695,0,2,4.0,1.63,1.0,25.0,0,100.0,3.54,4.8,1,0
42750,1,2,5.0,1.0,1.0,0.0,0,0.0,0.96,5.0,0,0
38380,2,0,4.3,1.0,1.0,0.0,1,84.2,1.9100000000000001,4.9,0,0
11329,2,0,5.0,1.0,1.0,0.0,0,100.0,5.66,4.0,0,1
19502,1,1,4.0,1.0,1.0,0.0,0,0.0,0.01,5.0,1,0
2548,2,10,4.8,1.0,1.0,0.0,0,92.9,3.1,4.6,0,0
38828,0,3,4.7,1.11,1.0,15.8,1,47.4,3.33,4.7,0,1
48387,1,5,5.0,1.0,0.0,0.0,1,100.0,0.96,5.0,0,0
3191,1,3,2.5,1.0,0.0,0.0,0,100.0,4.39,5.0,0,0
47863,2,0,4.5,1.0,1.0,0.0,0,33.3,9.26,4.3,0,0
45916,1,1,4.0,1.0,1.0,0.0,1,50.0,8.37,5.0,1,1
6060,1,5,4.2,1.0,1.0,0.0,1,75.0,2.95,4.7,0,0
26231,0,2,4.0,1.0,0.0,0.0,0,0.0,3.47,5.0,0,0
28852,2,1,4.0,1.0,1.0,0.0,0,100.0,25.74,3.0,1,0
36401,1,0,4.0,1.0,1.0,0.0,0,0.0,26.23,2.0,0,1
38099,0,0,5.0,1.0,0.0,0.0,0,100.0,8.22,5.0,0,0
1620,2,1,5.0,1.0,1.0,0.0,0,100.0,14.46,5.0,0,0
1880,0,1,5.0,1.07,1.0,8.3,1,45.8,6.91,4.8,0,1
20816,2,0,5.0,1.0,0.0,0.0,1,100.0,13.25,5.0,0,1
26321,1,3,4.6,1.01,1.0,1.2,1,75.3,3.68,4.5,0,1
29120,1,1,2.0,1.0,1.0,0.0,0,100.0,11.55,5.0,0,0
2446,1,2,5.0,1.25,0.0,50.0,0,25.0,3.05,5.0,0,0
42651,2,5,4.7,1.0,1.0,0.0,0,85.7,5.06,5.0,0,1
30391,0,2,3.0,1.0,1.0,0.0,0,100.0,3.54,5.0,0,1
46212,1,2,3.5,1.0,0.0,0.0,0,0.0,0.87,5.0,0,0
37082,0,3,5.0,1.0,0.0,0.0,0,100.0,0.97,5.0,0,0
4808,1,7,4.8,1.07,1.0,7.9,0,31.6,3.41,4.7,0,1
30699,2,0,4.5,1.0,1.0,0.0,0,50.0,5.24,5.0,0,1
24549,0,1,4.0,1.0,1.0,0.0,1,84.6,8.19,4.9,0,1
32544,0,15,4.8,1.1400000000000001,1.0,17.5,1,47.5,2.94,4.6,0,1
5,1,2,3.5,1.0,1.0,0.0,1,100.0,10.56,5.0,0,1
22550,0,1,5.0,1.0,0.0,0.0,0,33.3,3.45,5.0,0,0
36268,1,1,4.0,1.0,1.0,0.0,0,100.0,0.5700000000000001,5.0,0,0
41357,1,2,5.0,1.0,1.0,0.0,0,40.0,2.36,4.4,0,0
41338,1,10,4.1,1.05,1.0,10.0,1,30.0,2.01,4.5,0,0
15773,1,4,4.2,1.0,0.0,0.0,1,71.4,3.24,4.4,0,1
10751,1,1,4.0,1.0,1.0,0.0,1,0.0,4.32,5.0,0,0
33537,2,2,5.0,1.0,1.0,0.0,1,50.0,11.31,5.0,0,1
6776,2,1,5.0,1.16,1.0,26.3,0,47.4,2.64,4.5,0,1
7142,2,1,4.8,1.0,1.0,0.0,0,42.9,2.83,4.9,0,1
7056,0,1,5.0,1.0,1.0,0.0,0,0.0,3.31,5.0,0,0
41131,1,0,3.0,1.0,1.0,0.0,0,100.0,3.02,5.0,0,0
39903,2,0,4.8,1.0,1.0,0.0,0,50.0,4.99,4.8,0,1
49856,0,2,5.0,1.0,1.0,0.0,0,0.0,1.98,4.5,0,0
5124,0,0,3.0,1.0,1.0,0.0,0,20.0,1.9,4.6,0,1
41330,2,3,5.0,1.0,1.0,0.0,1,66.7,6.13,5.0,0,0
9755,2,3,5.0,1.0,1.0,0.0,0,40.0,1.99,4.2,0,1
10178,2,0,5.0,1.0,0.0,0.0,1,0.0,3.7,3.5,0,0
36654,1,3,4.3,1.0,1.0,0.0,0,53.8,2.99,4.8,0,1
18016,1,1,4.0,1.0,0.0,0.0,0,100.0,9.81,3.0,0,1
1301,2,0,4.3,1.06,1.0,25.0,0,75.0,10.92,5.0,0,0
22382,1,3,5.0,1.0,0.0,0.0,0,33.3,2.7800000000000002,5.0,0,0
42483,0,2,5.0,1.0,0.0,0.0,0,0.0,2.9,5.0,0,0
22112,1,1,5.0,1.0,0.0,0.0,0,0.0,0.0,5.0,0,0
37697,0,1,4.0,1.5,1.0,100.0,0,0.0,1.15,5.0,1,0
1670,2,8,5.0,1.07,1.0,12.1,1,56.9,4.29,4.8,0,1
8022,1,1,4.0,1.0,0.0,0.0,0,0.0,1.29,5.0,1,0
4012,1,1,4.0,1.0,1.0,0.0,1,100.0,13.17,5.0,1,0
28472,1,0,4.0,1.0,0.0,0.0,0,33.3,5.92,5.0,0,0
39494,1,0,4.0,1.0,1.0,0.0,0,0.0,6.08,4.0,1,0
10237,2,0,5.0,1.0,1.0,0.0,0,0.0,0.81,5.0,0,1
11323,0,8,4.6,1.04,0.0,7.7,0,61.5,1.37,4.6,0,0
32833,0,1,5.0,1.0,1.0,0.0,0,100.0,14.54,5.0,0,0
39665,1,1,4.0,1.0,0.0,0.0,0,66.7,6.64,4.7,0,0
4074,0,1,3.3,1.0,0.0,0.0,1,90.0,5.9,4.8,0,0
812,1,1,4.0,1.0,1.0,0.0,1,100.0,4.65,3.0,0,0
35282,1,2,3.5,1.0,0.0,0.0,0,100.0,17.68,4.5,0,0
19976,1,1,5.0,1.0,1.0,0.0,0,100.0,4.74,5.0,0,0
26958,1,9,4.3,1.32,1.0,22.2,0,63.0,4.8,4.9,0,1
23165,0,0,4.0,1.0,1.0,0.0,1,0.0,1.9100000000000001,5.0,0,0
46733,2,7,4.9,1.16,1.0,20.0,1,12.0,2.73,4.9,0,1
45495,2,1,4.0,1.0,0.0,0.0,1,0.0,13.71,5.0,1,0
33831,1,1,4.0,2.25,1.0,100.0,0,0.0,7.04,5.0,1,0
45501,1,1,4.0,1.0,0.0,0.0,0,0.0,10.33,5.0,0,0
38690,0,2,2.5,1.1400000000000001,1.0,14.3,1,28.6,6.62,5.0,0,1
38164,0,1,5.0,1.0,1.0,0.0,1,100.0,1.25,5.0,0,0
43881,0,2,5.0,1.0,1.0,0.0,0,100.0,3.0,5.0,0,0
4266,0,5,4.0,1.0,1.0,0.0,1,80.6,2.67,4.8,0,1
8377,1,0,4.0,1.0,1.0,0.0,1,100.0,1.44,3.0,1,0
7643,1,0,4.0,1.0,1.0,0.0,1,75.0,5.97,4.8,1,1
3463,1,1,5.0,1.25,1.0,100.0,0,100.0,7.84,5.0,0,0
33182,1,3,5.0,1.0,1.0,0.0,0,100.0,31.83,5.0,0,0
25391,1,12,4.7,1.09,1.0,4.3,1,93.6,6.51,4.8,0,1
45214,0,0,4.0,1.0,1.0,0.0,1,33.3,5.03,3.7,0,0
5254,0,3,4.0,1.0,1.0,0.0,1,100.0,6.35,5.0,0,0
18020,0,1,5.0,1.25,1.0,33.3,0,33.3,2.67,5.0,0,0
30010,0,1,4.0,1.0,1.0,0.0,1,100.0,5.62,5.0,1,0
31707,2,1,4.8,1.15,1.0,25.0,1,53.6,3.04,4.9,0,1
25674,1,0,5.0,1.75,0.0,33.3,0,33.3,2.99,4.3,0,1
31137,1,0,4.0,1.0,1.0,0.0,1,0.0,3.63,5.0,1,1
42529,1,1,4.0,1.0,0.0,0.0,0,0.0,8.53,5.0,1,0
27210,2,0,5.0,1.0,1.0,0.0,1,0.0,6.12,5.0,0,0
31346,0,1,4.5,1.06,1.0,12.5,0,37.5,3.02,5.0,0,0
39851,2,2,5.0,1.0,1.0,0.0,0,75.0,9.98,5.0,0,0
27546,1,0,5.0,1.75,0.0,100.0,0,0.0,0.98,5.0,0,0
2761,2,1,3.4,1.0,0.0,0.0,1,25.0,8.62,5.0,0,1
31541,1,1,5.0,1.0,0.0,0.0,0,66.7,5.69,5.0,0,0
44612,2,4,4.2,1.0,1.0,0.0,0,100.0,6.31,4.9,0,1
38353,2,1,5.0,1.0,0.0,0.0,0,0.0,14.65,5.0,0,0
4856,2,0,4.0,1.19,1.0,25.0,1,25.0,2.66,5.0,0,1
41882,2,0,4.0,1.0,1.0,0.0,1,0.0,3.2,5.0,1,1
26709,1,1,4.0,1.0,0.0,0.0,0,100.0,8.08,5.0,1,0
30519,2,8,5.0,1.06,0.0,5.6,0,94.4,7.39,4.9,0,1
48205,1,0,4.0,1.0,1.0,0.0,0,0.0,4.23,5.0,1,0
9543,0,19,4.4,1.0,1.0,0.0,1,73.9,1.74,4.8,0,1
27836,1,9,4.6,1.11,1.0,11.5,0,34.6,4.07,4.7,0,0
19524,1,0,4.0,1.0,1.0,0.0,0,0.0,2.42,4.0,1,0
11028,1,1,4.0,1.0,1.0,0.0,0,100.0,1.5899999999999999,5.0,1,0
43705,0,0,4.0,1.0,1.0,0.0,0,16.7,5.64,4.8,0,0
48860,1,1,4.0,1.0,0.0,0.0,1,50.0,8.49,5.0,0,0
35794,1,1,4.4,1.0,1.0,0.0,0,42.9,3.03,5.0,0,1
14082,1,2,5.0,1.0,0.0,0.0,0,0.0,2.66,5.0,0,0
13356,1,1,5.0,1.0,0.0,0.0,0,100.0,1.29,5.0,0,0
9390,1,1,5.0,1.0,0.0,0.0,0,100.0,4.27,5.0,0,0
10598,1,1,4.0,1.0,1.0,0.0,0,100.0,1.16,5.0,1,0
32706,1,0,4.0,1.0,1.0,0.0,0,100.0,3.21,5.0,1,0
20802,0,0,4.0,1.38,0.0,50.0,0,50.0,3.7199999999999998,5.0,1,0
5930,0,2,5.0,1.0,1.0,0.0,0,100.0,2.65,5.0,0,0
22628,1,0,5.0,1.0,1.0,0.0,0,50.0,1.49,5.0,0,0
6934,2,0,4.0,1.0,1.0,0.0,0,100.0,18.34,5.0,1,0
13202,1,1,4.4,1.0,1.0,0.0,1,88.5,18.12,5.0,0,1
29667,0,2,4.0,1.17,1.0,33.3,1,100.0,4.8,4.7,1,1
37365,1,0,5.0,1.0,1.0,0.0,0,100.0,10.72,5.0,0,0
34400,0,0,4.8,1.07,1.0,14.3,0,64.3,2.63,4.8,0,1
7878,0,1,1.0,1.0,1.0,0.0,0,0.0,6.92,5.0,0,0
49009,1,0,5.0,1.0,1.0,0.0,1,0.0,2.12,5.0,0,0
45522,1,0,5.0,1.0,1.0,0.0,0,100.0,8.25,5.0,0,0
12939,0,1,5.0,1.13,0.0,50.0,1,50.0,3.94,5.0,0,1
12970,0,1,3.8,1.0,0.0,0.0,0,83.3,2.62,5.0,0,0
8068,1,0,5.0,1.0,1.0,0.0,0,100.0,6.13,5.0,0,0
22220,2,1,4.0,1.0,1.0,0.0,0,33.3,2.52,5.0,1,0
3238,2,2,5.0,1.0,1.0,0.0,1,100.0,3.1,5.0,0,0
40753,2,0,5.0,1.21,1.0,33.3,0,83.3,7.12,5.0,0,1
33627,0,1,4.5,1.13,1.0,33.3,0,66.7,3.35,4.8,0,1
37117,0,2,5.0,1.17,1.0,33.3,0,66.7,6.01,5.0,0,0
44898,1,4,4.8,1.56,1.0,33.3,1,66.7,3.5700000000000003,4.9,0,1
2240,0,1,4.0,1.0,1.0,0.0,1,50.0,1.92,5.0,1,1
19115,0,0,5.0,1.0,0.0,0.0,0,50.0,4.83,5.0,0,0
16707,2,2,4.0,1.0,0.0,0.0,0,100.0,20.68,5.0,0,0
12081,0,1,4.0,1.0,1.0,0.0,1,33.3,3.37,4.4,1,1
1941,1,1,4.9,1.02,1.0,4.0,0,70.0,7.42,4.8,0,1
20808,0,2,4.5,1.0,1.0,0.0,1,25.0,11.87,5.0,0,0
4720,1,0,4.3,1.0,1.0,0.0,0,83.3,4.61,5.0,0,0
37037,1,1,5.0,1.0,1.0,0.0,0,100.0,6.75,3.5,0,0
